nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,nama_kelurahan,nama_kecamatan,nama_kota
warteg bahariin,0,0,-6.2419072,106.8370313,"jl. pancoran barat xi, rt.1/rw.3, pancoran, kota jakarta selatan",ChIJmwIiSLTzaS4RCHygGEbhyUg,Pancoran,Pancoran,Kota Jakarta Selatan
warteg,0,0,-6.2519128,106.8494694,"jl. h. mahmud raya, rt.4/rw.4, kalibata, kota jakarta selatan",ChIJp2isKTbzaS4RZPwI0GYl890,Kalibata,Pancoran,Kota Jakarta Selatan
warteg dewi,3.8,4,-6.2534892,106.840767,"jl. duren tiga raya, rt.1/rw.1, pancoran, kota jakarta selatan",ChIJ624TDsrzaS4RtcJpUsWQ24E,Pancoran,Pancoran,Kota Jakarta Selatan
warteg zakaria,0,0,-6.2587056,106.8377832,"jl. duren tiga selatan no.67, rt.8/rw.3, duren tiga, kota jakarta selatan",ChIJEdU31onzaS4R3-9pMWJZO68,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg berkah,4.6,15,-6.2603223,106.8433643,"jl. raya pasar minggu no.4, rt.5/rw.8, kalibata, kota jakarta selatan",ChIJHzBDQ0ryaS4RnbkZLtNcKPg,Kalibata,Pancoran,Kota Jakarta Selatan
warteg rido ilahi,5,1,-6.2545115,106.83366,"jl. duren tiga raya no.54, rt.4/rw.1, duren tiga, kota jakarta selatan",ChIJnwuHRMzzaS4RMUc33pEyWKc,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg aulia,0,0,-6.2620442,106.833406,"jl. kalibata tengah no.3, rt.3/rw.3, kalibata, kota jakarta selatan",ChIJVyjnxTPyaS4Rx0Z0jpu1Dys,Kalibata,Pancoran,Kota Jakarta Selatan
warteg kharisma bahari,3.8,21,-6.253233,106.8373344,"jl. duren tiga raya no.41, rt.5/rw.6, duren tiga, kota jakarta selatan",ChIJYwBuaqbzaS4Rc_bfFtZiX4c,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg asri bahari,4.6,17,-6.2575743,106.857948,"jl. binawarga no.2, rt.5/rw.5, rawajati, south jakarta city",ChIJ-Z-XQqvzaS4RDIBOECjZoOQ,Rawajati,Pancoran,Kota Jakarta Selatan
warteg dapuk,4.1,113,-6.2534199,106.8384314,"jl. duren tiga selatan, rt.3/rw.6, duren tiga, kota jakarta selatan",ChIJpbbHNhfzaS4RXx6_ORxH6x8,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg bercahaya,4.4,5,-6.258806,106.835951,"jl. duren tiga selatan, rt.15/rw.2, duren tiga, kota jakarta selatan",ChIJr-4DwjnzaS4RqpDIg1cSgx8,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg pesona bahari,4.5,6,-6.2532369,106.8426154,"jl. raya pasar minggu no.46, rt.3/rw.7, duren tiga, kota jakarta selatan",ChIJtb4l6bXzaS4RroOmPgeOchY,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg sampurna jaya,4.3,39,-6.2578119,106.8576985,"jl. rawajati timur no.1 no.1, rt.4/rw.1, rawajati, kota jakarta selatan",ChIJS2xxOFPyaS4Rf8kU7_Cveqk,Rawajati,Pancoran,Kota Jakarta Selatan
warteg ugi jaya,0,0,-6.2490382,106.8596685,"jl. pengadegan timur ii, rt.4/rw.1, pengadegan, kota jakarta selatan",ChIJpUbl1qjzaS4R221fy8pd2MM,Pengadegan,Pancoran,Kota Jakarta Selatan
warteg bahari,5,1,-6.2457579,106.8591311,"jl. pengadegan utara no.10, rt.4/rw.2, cikoko, kota jakarta selatan",ChIJC86dsLvzaS4RiELAZPEfFh0,Cikoko,Pancoran,Kota Jakarta Selatan
warteg pancoran,4.2,67,-6.2623661,106.8458853,"jl. kalibata timur no.49, rt.9/rw.8, kalibata, kota jakarta selatan",ChIJBf9O3kvyaS4RfEJORj-sS-w,Kalibata,Pancoran,Kota Jakarta Selatan
warteg ibu riska,4.4,15,-6.2480734,106.8533372,"jl. pengadegan bar. v no.19, rt.5/rw.7, pengadegan, kota jakarta selatan",ChIJOYI94K_zaS4Rd9nmHGB26iI,Pengadegan,Pancoran,Kota Jakarta Selatan
markas warteg,0,0,-6.2513929,106.8559888,"jl. dpr 4 e no.3, rt.12/rw.5, rawajati, kota jakarta selatan",ChIJf0fUfK7zaS4Rewo2oKtMgfg,Rawajati,Pancoran,Kota Jakarta Selatan
warteg nan bahari,5,3,-6.246048,106.8589859,"jl. cikoko timur raya no.35, rt.3/rw.1, cikoko, kota jakarta selatan",ChIJleKw0PLzaS4Rqs4en8czoYA,Cikoko,Pancoran,Kota Jakarta Selatan
warteg jaya makmur,4.1,13,-6.247274,106.842307,"jl. raya psr minggu, rt.1/rw.4, pancoran, kota jakarta selatan",ChIJ9coSHbjzaS4R2kA_O_yILi8,Pancoran,Pancoran,Kota Jakarta Selatan
warteg berkah jaya,4,4,-6.2487331,106.862521,"jl. pengadegan timur iv no.11, rt.10/rw.2, pengadegan, kota jakarta selatan",ChIJebiqJHfzaS4RVqmI--5Ibz8,Pengadegan,Pancoran,Kota Jakarta Selatan
warteg bahari,4.2,16,-6.2651463,106.8340135,"jl. wr. jati timur raya no.20, rt.4/rw.9, kalibata, kota jakarta selatan",ChIJrzhpIjHyaS4RSQsSV-ltA_k,Kalibata,Pancoran,Kota Jakarta Selatan
warteg lestari,4,1,-6.273785,106.831858,"jl. amil no.mor 82, rt.12/rw.5, kalibata, kota jakarta selatan",ChIJv-QyhTzyaS4RpaVm0DGelts,Kalibata,Pancoran,Kota Jakarta Selatan
warteg nusantara multisukma,4.9,7,-6.272242,106.8308732,"jl. warung buncit raya no.448, rt.3/rw.5, kalibata, kota jakarta selatan",ChIJr7nBP9vzaS4RYhYly09xFB8,Kalibata,Pancoran,Kota Jakarta Selatan
warteg putri,5,3,-6.2696265,106.8306391,"jl. warung buncit raya no.36, rt.9/rw.5, kalibata, kota jakarta selatan",ChIJT1AnxzryaS4R7DHv3FSdifk,Kalibata,Pancoran,Kota Jakarta Selatan
warteg jaya bahari - 24 jam,5,1,-6.2739129,106.8315947,"jl. amil jl. warung buncit raya no.74, rt.12/rw.5, kalibata, kota jakarta selatan",ChIJ2dPk42_zaS4R0S43y6lJrTo,Kalibata,Pancoran,Kota Jakarta Selatan
warteg nusantara milenia,4.6,192,-6.2722447,106.8307662,"jl. warung buncit raya, rt.10/rw.5, kalibata, kota jakarta selatan",ChIJRSdrIgfzaS4RluxBS9gsOhI,Kalibata,Pancoran,Kota Jakarta Selatan
warteg sari maidah lilis,5,1,-6.2679299,106.833121,"jl. pejaten indah no.1, rt.7/rw.5, kalibata, kota jakarta selatan",ChIJz23gTwvzaS4RsuSAcGBL7OM,Kalibata,Pancoran,Kota Jakarta Selatan
warteg bahari,0,0,-6.2755442,106.8303481,"jl. amil no.75, rt.12/rw.5, kalibata, kota jakarta selatan",ChIJe16ZcBPtaS4RW-hMZ2nPRU0,Kalibata,Pancoran,Kota Jakarta Selatan
wahyoo warteg putri jaya,5,2,-6.2634347,106.8294758,"jl. warung jati barat i no.42, rt.6/rw.3, kalibata, kota jakarta selatan",ChIJ-bUkHS7yaS4Rerw3pjsJnso,Kalibata,Pancoran,Kota Jakarta Selatan
warung nasi warteg,3.6,7,-6.2653512,106.8303522,"jl. warung buncit raya no.10, rt.11/rw.9, kalibata, kota jakarta selatan",ChIJaXYG0jHyaS4R3vAywpcWJu0,Kalibata,Pancoran,Kota Jakarta Selatan
wahyoo warteg bahari,5,1,-6.2632667,106.8310505,"jalan warung jati timur raya nomor 9b buncit kalibata, jakarta selatan rt.1.010 9, rt.1/rw.9, kalibata, kota jakarta selatan",ChIJP8Vv2uDzaS4RcSz03_MY984,Kalibata,Pancoran,Kota Jakarta Selatan
warteg barokah,4,1,-6.2434052,106.835417,"jl. pancoran barat xic, rt.5/rw.3, pancoran, kota jakarta selatan",ChIJM-bbHcTzaS4Rd_xzhiQUmbw,Pancoran,Pancoran,Kota Jakarta Selatan
warteg idola,3.5,4,-6.2530146,106.8254423,"prwg+q5w, rt.1/rw.6, duren tiga, south jakarta city",ChIJT_bXYdHzaS4R27unIxkFFeE,Duren Tiga,Pancoran,Kota Jakarta Selatan
wahyoo warteg sari rasa,4.8,5,-6.254684,106.8257667,"jl. kemang utara ix, rt.1, duren tiga, kota jakarta selatan",ChIJVa_e_dfzaS4RDwVLuJjp8Gs,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg indah,3,1,-6.2541101,106.8270521,"jalan warung buncit no.3, rt.2/rw.5, duren tiga, kota jakarta selatan",ChIJ0f0ONtLzaS4RZqTDc9Qa_T4,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg bu haji,0,0,-6.2533106,106.8481756,"jl. kh.mahmud,buntu no.7, rt.5/rw.4, duren tiga, kota jakarta selatan",ChIJs0Hks73zaS4R7qyhiRJX9jk,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg wareg,4.2,11,-6.2604745,106.8548314,"jl. rawajati timur ii, rt.8/rw.2, rawajati, kota jakarta selatan",ChIJi23uQlLyaS4RE38gTLQ5ePI,Rawajati,Pancoran,Kota Jakarta Selatan
warteg rewangi,4.6,31,-6.2590946,106.8595283,"gg porti rt 10, gg. porti no.34, rt.10/rw.1, rawajati, kota jakarta selatan",ChIJaXaL63TzaS4RD1aRlunHBRo,Rawajati,Pancoran,Kota Jakarta Selatan
warteg,0,0,-6.2519128,106.8494694,"jl. h. mahmud raya, rt.4/rw.4, kalibata, kota jakarta selatan",ChIJp2isKTbzaS4RZPwI0GYl890,Kalibata,Pancoran,Kota Jakarta Selatan
warteg berkah,4.6,15,-6.2603223,106.8433643,"jl. raya pasar minggu no.4, rt.5/rw.8, kalibata, kota jakarta selatan",ChIJHzBDQ0ryaS4RnbkZLtNcKPg,Kalibata,Pancoran,Kota Jakarta Selatan
warteg asri bahari,4.6,17,-6.2575743,106.857948,"jl. binawarga no.2, rt.5/rw.5, rawajati, south jakarta city",ChIJ-Z-XQqvzaS4RDIBOECjZoOQ,Rawajati,Pancoran,Kota Jakarta Selatan
warteg sampurna jaya,4.3,39,-6.2578119,106.8576985,"jl. rawajati timur no.1 no.1, rt.4/rw.1, rawajati, kota jakarta selatan",ChIJS2xxOFPyaS4Rf8kU7_Cveqk,Rawajati,Pancoran,Kota Jakarta Selatan
warteg pancoran,4.2,67,-6.2623661,106.8458853,"jl. kalibata timur no.49, rt.9/rw.8, kalibata, kota jakarta selatan",ChIJBf9O3kvyaS4RfEJORj-sS-w,Kalibata,Pancoran,Kota Jakarta Selatan
warteg bahari,4.3,438,-6.2516782,106.8505178,"jl. pengadegan selatan no.12, rt.3/rw.5, pengadegan, kota jakarta selatan",ChIJIV4Ig7HzaS4RAOHhKF4zxeE,Pengadegan,Pancoran,Kota Jakarta Selatan
warteg berkah jaya,4,4,-6.2487331,106.862521,"jl. pengadegan timur iv no.11, rt.10/rw.2, pengadegan, kota jakarta selatan",ChIJebiqJHfzaS4RVqmI--5Ibz8,Pengadegan,Pancoran,Kota Jakarta Selatan
warteg amanah ms. baim,5,1,-6.2599986,106.828854,"jl. duren tiga selatan vii no. 7a rt.004/rw.02 kel, kec, rt.3/rw.2, duren tiga, kota jakarta selatan",ChIJ7ZhprwrzaS4R7iE5Qeg-O08,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg sahabat,4.4,14,-6.2542468,106.8277562,"jl. duren tiga raya, rt.3/rw.5, duren tiga, kota jakarta selatan",ChIJ_3L6JDXzaS4RS0p3aQMwoUY,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg duren 3,5,3,-6.2543456,106.828106,"jl. duren tiga raya no.5, rt.4/rw.1, duren tiga, kota jakarta selatan",ChIJ4Uxxa9LzaS4R2NztoqZ7Wnk,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg mandiri bahari,0,0,-6.2522873,106.8297845,"jl. mampang prapatan xv, rt.6/rw.5, duren tiga, kota jakarta selatan",ChIJ3wLbAs7zaS4Ry-MjDF0VYWs,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg rejo,4.3,85,-6.2500474,106.8365005,"jl. pancoran barat vii, rt.3/rw.6, pancoran, kota jakarta selatan",ChIJwzmO2MjzaS4RhQ3lUJ_iSZo,Pancoran,Pancoran,Kota Jakarta Selatan
warteg dewi,3.8,4,-6.2534892,106.840767,"jl. duren tiga raya, rt.1/rw.1, pancoran, kota jakarta selatan",ChIJ624TDsrzaS4RtcJpUsWQ24E,Pancoran,Pancoran,Kota Jakarta Selatan
warteg rido ilahi,5,1,-6.2545115,106.83366,"jl. duren tiga raya no.54, rt.4/rw.1, duren tiga, kota jakarta selatan",ChIJnwuHRMzzaS4RMUc33pEyWKc,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg kharisma bahari,3.8,21,-6.253233,106.8373344,"jl. duren tiga raya no.41, rt.5/rw.6, duren tiga, kota jakarta selatan",ChIJYwBuaqbzaS4Rc_bfFtZiX4c,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg dapuk,4.1,113,-6.2534199,106.8384314,"jl. duren tiga selatan, rt.3/rw.6, duren tiga, kota jakarta selatan",ChIJpbbHNhfzaS4RXx6_ORxH6x8,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg inyong,4.4,8,-6.2532769,106.8363791,"jl. gg. duren tiga no.47, rt.8/rw.6, duren tiga, kota jakarta selatan",ChIJ-6HO78vzaS4RDsLza33oBZ0,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg putri kirana,5,1,-6.2500979,106.8364075,"jl. pancoran barat vii no.10 a, rt.9/rw.6, pancoran, kota jakarta selatan",ChIJm97M1IHzaS4RflCSpTxdSv4,Pancoran,Pancoran,Kota Jakarta Selatan
warteg cipta bahari,0,0,-6.2499548,106.8412415,"jl. pancoran bar. raya no.1, rt.1/rw.6, pancoran, kota jakarta selatan",ChIJB25ZaBzzaS4R65ov0uZYffo,Pancoran,Pancoran,Kota Jakarta Selatan
warteg buncit ii,4.4,29,-6.2517461,106.8358954,"jl. mampang prapatan xiv, rt.8/rw.6, pancoran, kota jakarta selatan",ChIJBasWTMnzaS4RVCSjieL-2Kw,Pancoran,Pancoran,Kota Jakarta Selatan
warteg kharisma bahari,4.6,33,-6.2502258,106.8366561,"9, jl. pancoran barat vii no.18, rt.13/rw.6, pancoran, kota jakarta selatan",ChIJDQIwcj3zaS4RmL1vc1EPsvk,Pancoran,Pancoran,Kota Jakarta Selatan
warteg ridho ilahi,5,1,-6.2545199,106.8336721,"jl. duren tiga selatan iv a no.1-103, rt.4/rw.1, duren tiga, kota jakarta selatan",ChIJ98fL6MfzaS4REOzy0_b65s4,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg subsidi,4.8,5,-6.2521157,106.8349458,"jl. mampang prpt. xv b no.12, rt.12/rw.5, duren tiga, kota jakarta selatan",ChIJy8cM5DHzaS4RCABzl8GnDHE,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg pesona bahari,4.5,6,-6.2532369,106.8426154,"jl. raya pasar minggu no.46, rt.3/rw.7, duren tiga, kota jakarta selatan",ChIJtb4l6bXzaS4RroOmPgeOchY,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg aji,3.9,14,-6.2590796,106.8436271,"jl. kalibata timur i gg. rukun no.2, rt.1/rw.8, kalibata, kota jakarta selatan",ChIJJ6716EryaS4RanjpCv2gLg8,Kalibata,Pancoran,Kota Jakarta Selatan
warteg jaya makmur,4.1,13,-6.247274,106.842307,"jl. raya psr minggu, rt.1/rw.4, pancoran, kota jakarta selatan",ChIJ9coSHbjzaS4R2kA_O_yILi8,Pancoran,Pancoran,Kota Jakarta Selatan
warteg podomoro mampang prapatan xv,4.2,5,-6.2519771,106.8339721,"jl. mampang prapatan xv no.8, rt.10/rw.5, duren tiga, kota jakarta selatan",ChIJB1N2CQ_zaS4RCs2nktSY38g,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg iyas,5,1,-6.2509189,106.8365886,"jl. pancoran barat vii, rt.8/rw.6, pancoran, kota jakarta selatan",ChIJVxfX-v3zaS4RQZ7sx5WjMP4,Pancoran,Pancoran,Kota Jakarta Selatan
wahyoo warteg prima jaya,5,3,-6.247241,106.842891,"jl. raya pasar minggu no.rt. 6, rt.7/rw.2, pancoran, kota jakarta selatan",ChIJKy13Ai3zaS4RVuf_amVkFoo,Pancoran,Pancoran,Kota Jakarta Selatan
warteg subsidi,4.7,10,-6.2586967,106.8417007,"jl. duren tiga selatan no.37, rt.1/rw.2, kalibata, kota jakarta selatan",ChIJp7MTo4XzaS4R9aub3jE0gd4,Kalibata,Pancoran,Kota Jakarta Selatan
warteg nusantara milenia,4.6,192,-6.2722447,106.8307662,"jl. warung buncit raya, rt.10/rw.5, kalibata, kota jakarta selatan",ChIJRSdrIgfzaS4RluxBS9gsOhI,Kalibata,Pancoran,Kota Jakarta Selatan
warteg putri,5,3,-6.2696265,106.8306391,"jl. warung buncit raya no.36, rt.9/rw.5, kalibata, kota jakarta selatan",ChIJT1AnxzryaS4R7DHv3FSdifk,Kalibata,Pancoran,Kota Jakarta Selatan
warteg bahari,0,0,-6.2755442,106.8303481,"jl. amil no.75, rt.12/rw.5, kalibata, kota jakarta selatan",ChIJe16ZcBPtaS4RW-hMZ2nPRU0,Kalibata,Pancoran,Kota Jakarta Selatan
warteg lestari,4,1,-6.273785,106.831858,"jl. amil no.mor 82, rt.12/rw.5, kalibata, kota jakarta selatan",ChIJv-QyhTzyaS4RpaVm0DGelts,Kalibata,Pancoran,Kota Jakarta Selatan
warteg nusantara multisukma,4.9,7,-6.272242,106.8308732,"jl. warung buncit raya no.448, rt.3/rw.5, kalibata, kota jakarta selatan",ChIJr7nBP9vzaS4RYhYly09xFB8,Kalibata,Pancoran,Kota Jakarta Selatan
warteg jaya bahari - 24 jam,5,1,-6.2739129,106.8315947,"jl. amil jl. warung buncit raya no.74, rt.12/rw.5, kalibata, kota jakarta selatan",ChIJ2dPk42_zaS4R0S43y6lJrTo,Kalibata,Pancoran,Kota Jakarta Selatan
warteg bahari,4.2,16,-6.2651463,106.8340135,"jl. wr. jati timur raya no.20, rt.4/rw.9, kalibata, kota jakarta selatan",ChIJrzhpIjHyaS4RSQsSV-ltA_k,Kalibata,Pancoran,Kota Jakarta Selatan
wahyoo warteg putri jaya,5,2,-6.2634347,106.8294758,"jl. warung jati barat i no.42, rt.6/rw.3, kalibata, kota jakarta selatan",ChIJ-bUkHS7yaS4Rerw3pjsJnso,Kalibata,Pancoran,Kota Jakarta Selatan
warteg zakaria,0,0,-6.2587056,106.8377832,"jl. duren tiga selatan no.67, rt.8/rw.3, duren tiga, kota jakarta selatan",ChIJEdU31onzaS4R3-9pMWJZO68,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg aulia,0,0,-6.2620442,106.833406,"jl. kalibata tengah no.3, rt.3/rw.3, kalibata, kota jakarta selatan",ChIJVyjnxTPyaS4Rx0Z0jpu1Dys,Kalibata,Pancoran,Kota Jakarta Selatan
warteg bercahaya,4.4,5,-6.258806,106.835951,"jl. duren tiga selatan, rt.15/rw.2, duren tiga, kota jakarta selatan",ChIJr-4DwjnzaS4RqpDIg1cSgx8,Duren Tiga,Pancoran,Kota Jakarta Selatan
wahyoo warteg bahari,5,1,-6.2632667,106.8310505,"jalan warung jati timur raya nomor 9b buncit kalibata, jakarta selatan rt.1.010 9, rt.1/rw.9, kalibata, kota jakarta selatan",ChIJP8Vv2uDzaS4RcSz03_MY984,Kalibata,Pancoran,Kota Jakarta Selatan
warteg kenanga,5,1,-6.2599712,106.8285485,"jl. warung buncit raya no.49, rt.2/rw.2, duren tiga, kota jakarta selatan",ChIJuW9PgJvzaS4RmFUV_xcLAXQ,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg sony  berhias ,4.2,5,-6.260897,106.835554,"no pancoran, jl. kalibata utara ii no.63, rt.8/rw.7, kalibata, kota jakarta selatan",ChIJxT10eDTyaS4RXaNA1c1Uvhg,Kalibata,Pancoran,Kota Jakarta Selatan
warteg bahari,4.1,17,-6.2580227,106.8280144,"jl. warung buncit raya no.36, rt.1/rw.2, duren tiga, kota jakarta selatan",ChIJS-zbdi3yaS4RocYBNmpdJpw,Duren Tiga,Pancoran,Kota Jakarta Selatan
warung nasi warteg,3.6,7,-6.2653512,106.8303522,"jl. warung buncit raya no.10, rt.11/rw.9, kalibata, kota jakarta selatan",ChIJaXYG0jHyaS4R3vAywpcWJu0,Kalibata,Pancoran,Kota Jakarta Selatan
warteg irra jaya,4.5,2,-6.261931,106.829664,"jl. warung buncit raya, rt.11/rw.7, kalibata, kota jakarta selatan",ChIJwerNii3yaS4RH7SBMN6HIQY,Kalibata,Pancoran,Kota Jakarta Selatan
warteg sari maidah lilis,5,1,-6.2679299,106.833121,"jl. pejaten indah no.1, rt.7/rw.5, kalibata, kota jakarta selatan",ChIJz23gTwvzaS4RsuSAcGBL7OM,Kalibata,Pancoran,Kota Jakarta Selatan
warteg mandiri,4.1,10,-6.266043,106.808127,"jl. duren tiga raya no.48, rt.4/rw.1, duren tiga, kota jakarta selatan",ChIJyyDNSszzaS4RNwTh3ojM5zc,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg barokah,4,1,-6.2434052,106.835417,"jl. pancoran barat xic, rt.5/rw.3, pancoran, kota jakarta selatan",ChIJM-bbHcTzaS4Rd_xzhiQUmbw,Pancoran,Pancoran,Kota Jakarta Selatan
warteg cipta bahari,0,0,-6.2499548,106.8412415,"jl. pancoran bar. raya no.1, rt.1/rw.6, pancoran, kota jakarta selatan",ChIJB25ZaBzzaS4R65ov0uZYffo,Pancoran,Pancoran,Kota Jakarta Selatan
warteg pojok,4.5,4,-6.2426383,106.8367715,"jl. pancoran barat xi no.19, rt.1/rw.3, pancoran, kota jakarta selatan",ChIJ97NFtMbzaS4R11zCKNnQMXo,Pancoran,Pancoran,Kota Jakarta Selatan
warteg rejo,4.3,85,-6.2500474,106.8365005,"jl. pancoran barat vii, rt.3/rw.6, pancoran, kota jakarta selatan",ChIJwzmO2MjzaS4RhQ3lUJ_iSZo,Pancoran,Pancoran,Kota Jakarta Selatan
warteg bu haji,0,0,-6.2533106,106.8481756,"jl. kh.mahmud,buntu no.7, rt.5/rw.4, duren tiga, kota jakarta selatan",ChIJs0Hks73zaS4R7qyhiRJX9jk,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg dewi,3.8,4,-6.2534892,106.840767,"jl. duren tiga raya, rt.1/rw.1, pancoran, kota jakarta selatan",ChIJ624TDsrzaS4RtcJpUsWQ24E,Pancoran,Pancoran,Kota Jakarta Selatan
warteg kharisma bahari,3.8,21,-6.253233,106.8373344,"jl. duren tiga raya no.41, rt.5/rw.6, duren tiga, kota jakarta selatan",ChIJYwBuaqbzaS4Rc_bfFtZiX4c,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg suka niki sedia soto ayam,5,1,-6.2496661,106.8384468,"jl. pancoran barat vi no.48, rt.7/rw.7, pancoran, kota jakarta selatan",ChIJI96k-MjzaS4RbIJuHkgM5XE,Pancoran,Pancoran,Kota Jakarta Selatan
warteg pesona bahari,4.5,6,-6.2532369,106.8426154,"jl. raya pasar minggu no.46, rt.3/rw.7, duren tiga, kota jakarta selatan",ChIJtb4l6bXzaS4RroOmPgeOchY,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg dapuk,4.1,113,-6.2534199,106.8384314,"jl. duren tiga selatan, rt.3/rw.6, duren tiga, kota jakarta selatan",ChIJpbbHNhfzaS4RXx6_ORxH6x8,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg putri kirana,5,1,-6.2500979,106.8364075,"jl. pancoran barat vii no.10 a, rt.9/rw.6, pancoran, kota jakarta selatan",ChIJm97M1IHzaS4RflCSpTxdSv4,Pancoran,Pancoran,Kota Jakarta Selatan
warteg inyong,4.4,8,-6.2532769,106.8363791,"jl. gg. duren tiga no.47, rt.8/rw.6, duren tiga, kota jakarta selatan",ChIJ-6HO78vzaS4RDsLza33oBZ0,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg kharisma bahari,4.6,33,-6.2502258,106.8366561,"9, jl. pancoran barat vii no.18, rt.13/rw.6, pancoran, kota jakarta selatan",ChIJDQIwcj3zaS4RmL1vc1EPsvk,Pancoran,Pancoran,Kota Jakarta Selatan
warteg bumi jawa,5,3,-6.2517891,106.8481873,"jl. pengadegan selatan viii no.3, rt.10/rw.5, pengadegan, kota jakarta selatan",ChIJT2lFByLzaS4Rno9QeXcTa6Q,Pengadegan,Pancoran,Kota Jakarta Selatan
warteg buncit ii,4.4,29,-6.2517461,106.8358954,"jl. mampang prapatan xiv, rt.8/rw.6, pancoran, kota jakarta selatan",ChIJBasWTMnzaS4RVCSjieL-2Kw,Pancoran,Pancoran,Kota Jakarta Selatan
warteg jaya makmur,4.1,13,-6.247274,106.842307,"jl. raya psr minggu, rt.1/rw.4, pancoran, kota jakarta selatan",ChIJ9coSHbjzaS4R2kA_O_yILi8,Pancoran,Pancoran,Kota Jakarta Selatan
wahyoo warteg prima jaya,5,3,-6.247241,106.842891,"jl. raya pasar minggu no.rt. 6, rt.7/rw.2, pancoran, kota jakarta selatan",ChIJKy13Ai3zaS4RVuf_amVkFoo,Pancoran,Pancoran,Kota Jakarta Selatan
warteg bahari,4.3,438,-6.2516782,106.8505178,"jl. pengadegan selatan no.12, rt.3/rw.5, pengadegan, kota jakarta selatan",ChIJIV4Ig7HzaS4RAOHhKF4zxeE,Pengadegan,Pancoran,Kota Jakarta Selatan
warteg jayabahari,3,1,-6.2492558,106.8585973,"jl. pengadegan timur raya no.13, rt.3/rw.2, pengadegan, kota jakarta selatan",ChIJFai7Ka_zaS4R8ZJBl48vVJs,Pengadegan,Pancoran,Kota Jakarta Selatan
warteg,0,0,-6.2519128,106.8494694,"jl. h. mahmud raya, rt.4/rw.4, kalibata, kota jakarta selatan",ChIJp2isKTbzaS4RZPwI0GYl890,Kalibata,Pancoran,Kota Jakarta Selatan
warteg zakaria,0,0,-6.2587056,106.8377832,"jl. duren tiga selatan no.67, rt.8/rw.3, duren tiga, kota jakarta selatan",ChIJEdU31onzaS4R3-9pMWJZO68,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg bercahaya,4.4,5,-6.258806,106.835951,"jl. duren tiga selatan, rt.15/rw.2, duren tiga, kota jakarta selatan",ChIJr-4DwjnzaS4RqpDIg1cSgx8,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg aji,3.9,14,-6.2590796,106.8436271,"jl. kalibata timur i gg. rukun no.2, rt.1/rw.8, kalibata, kota jakarta selatan",ChIJJ6716EryaS4RanjpCv2gLg8,Kalibata,Pancoran,Kota Jakarta Selatan
warteg subsidi,4.7,10,-6.2586967,106.8417007,"jl. duren tiga selatan no.37, rt.1/rw.2, kalibata, kota jakarta selatan",ChIJp7MTo4XzaS4R9aub3jE0gd4,Kalibata,Pancoran,Kota Jakarta Selatan
warteg ridho ilahi,5,1,-6.2545199,106.8336721,"jl. duren tiga selatan iv a no.1-103, rt.4/rw.1, duren tiga, kota jakarta selatan",ChIJ98fL6MfzaS4REOzy0_b65s4,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg subsidi,4.8,5,-6.2521157,106.8349458,"jl. mampang prpt. xv b no.12, rt.12/rw.5, duren tiga, kota jakarta selatan",ChIJy8cM5DHzaS4RCABzl8GnDHE,Duren Tiga,Pancoran,Kota Jakarta Selatan
warteg podomoro mampang prapatan xv,4.2,5,-6.2519771,106.8339721,"jl. mampang prapatan xv no.8, rt.10/rw.5, duren tiga, kota jakarta selatan",ChIJB1N2CQ_zaS4RCs2nktSY38g,Duren Tiga,Pancoran,Kota Jakarta Selatan
